date,year,month,day,weekday,weekday_cn
2009-11-06,2009,11,6,Friday,周五
2009-11-09,2009,11,9,Monday,周一
2009-11-10,2009,11,10,Tuesday,周二
2009-11-11,2009,11,11,Wednesday,周三
2009-11-12,2009,11,12,Thursday,周四
2009-11-13,2009,11,13,Friday,周五
2009-11-16,2009,11,16,Monday,周一
2009-11-17,2009,11,17,Tuesday,周二
2009-11-18,2009,11,18,Wednesday,周三
2009-11-19,2009,11,19,Thursday,周四
2009-11-20,2009,11,20,Friday,周五
2009-11-23,2009,11,23,Monday,周一
2009-11-24,2009,11,24,Tuesday,周二
2009-11-25,2009,11,25,Wednesday,周三
2009-11-26,2009,11,26,Thursday,周四
2009-11-27,2009,11,27,Friday,周五
2009-11-30,2009,11,30,Monday,周一
2009-12-01,2009,12,1,Tuesday,周二
2009-12-02,2009,12,2,Wednesday,周三
2009-12-03,2009,12,3,Thursday,周四
2009-12-04,2009,12,4,Friday,周五
2009-12-07,2009,12,7,Monday,周一
2009-12-08,2009,12,8,Tuesday,周二
2009-12-09,2009,12,9,Wednesday,周三
2009-12-10,2009,12,10,Thursday,周四
2009-12-11,2009,12,11,Friday,周五
2009-12-14,2009,12,14,Monday,周一
2009-12-15,2009,12,15,Tuesday,周二
2009-12-16,2009,12,16,Wednesday,周三
2009-12-17,2009,12,17,Thursday,周四
2009-12-18,2009,12,18,Friday,周五
2009-12-21,2009,12,21,Monday,周一
2009-12-22,2009,12,22,Tuesday,周二
2009-12-23,2009,12,23,Wednesday,周三
2009-12-24,2009,12,24,Thursday,周四
2009-12-25,2009,12,25,Friday,周五
2009-12-28,2009,12,28,Monday,周一
2009-12-29,2009,12,29,Tuesday,周二
2009-12-30,2009,12,30,Wednesday,周三
2009-12-31,2009,12,31,Thursday,周四
2010-01-04,2010,1,4,Monday,周一
2010-01-05,2010,1,5,Tuesday,周二
2010-01-06,2010,1,6,Wednesday,周三
2010-01-07,2010,1,7,Thursday,周四
2010-01-08,2010,1,8,Friday,周五
2010-01-11,2010,1,11,Monday,周一
2010-01-12,2010,1,12,Tuesday,周二
2010-01-13,2010,1,13,Wednesday,周三
2010-01-14,2010,1,14,Thursday,周四
2010-01-15,2010,1,15,Friday,周五
2010-01-18,2010,1,18,Monday,周一
2010-01-19,2010,1,19,Tuesday,周二
2010-01-20,2010,1,20,Wednesday,周三
2010-01-21,2010,1,21,Thursday,周四
2010-01-22,2010,1,22,Friday,周五
2010-01-25,2010,1,25,Monday,周一
2010-01-26,2010,1,26,Tuesday,周二
2010-01-27,2010,1,27,Wednesday,周三
2010-01-28,2010,1,28,Thursday,周四
2010-01-29,2010,1,29,Friday,周五
2010-02-01,2010,2,1,Monday,周一
2010-02-02,2010,2,2,Tuesday,周二
2010-02-03,2010,2,3,Wednesday,周三
2010-02-04,2010,2,4,Thursday,周四
2010-02-05,2010,2,5,Friday,周五
2010-02-08,2010,2,8,Monday,周一
2010-02-09,2010,2,9,Tuesday,周二
2010-02-10,2010,2,10,Wednesday,周三
2010-02-11,2010,2,11,Thursday,周四
2010-02-12,2010,2,12,Friday,周五
2010-02-20,2010,2,20,Saturday,周六
2010-02-21,2010,2,21,Sunday,周日
2010-02-22,2010,2,22,Monday,周一
2010-02-23,2010,2,23,Tuesday,周二
2010-02-24,2010,2,24,Wednesday,周三
2010-02-25,2010,2,25,Thursday,周四
2010-02-26,2010,2,26,Friday,周五
2010-03-01,2010,3,1,Monday,周一
2010-03-02,2010,3,2,Tuesday,周二
2010-03-03,2010,3,3,Wednesday,周三
2010-03-04,2010,3,4,Thursday,周四
2010-03-05,2010,3,5,Friday,周五
2010-03-08,2010,3,8,Monday,周一
2010-03-09,2010,3,9,Tuesday,周二
2010-03-10,2010,3,10,Wednesday,周三
2010-03-11,2010,3,11,Thursday,周四
2010-03-12,2010,3,12,Friday,周五
2010-03-15,2010,3,15,Monday,周一
2010-03-16,2010,3,16,Tuesday,周二
2010-03-17,2010,3,17,Wednesday,周三
2010-03-18,2010,3,18,Thursday,周四
2010-03-19,2010,3,19,Friday,周五
2010-03-22,2010,3,22,Monday,周一
2010-03-23,2010,3,23,Tuesday,周二
2010-03-24,2010,3,24,Wednesday,周三
2010-03-25,2010,3,25,Thursday,周四
2010-03-26,2010,3,26,Friday,周五
2010-03-29,2010,3,29,Monday,周一
2010-03-30,2010,3,30,Tuesday,周二
2010-03-31,2010,3,31,Wednesday,周三
2010-04-01,2010,4,1,Thursday,周四
2010-04-02,2010,4,2,Friday,周五
2010-04-06,2010,4,6,Tuesday,周二
2010-04-07,2010,4,7,Wednesday,周三
2010-04-08,2010,4,8,Thursday,周四
2010-04-09,2010,4,9,Friday,周五
2010-04-12,2010,4,12,Monday,周一
2010-04-13,2010,4,13,Tuesday,周二
2010-04-14,2010,4,14,Wednesday,周三
2010-04-15,2010,4,15,Thursday,周四
2010-04-16,2010,4,16,Friday,周五
2010-04-19,2010,4,19,Monday,周一
2010-04-20,2010,4,20,Tuesday,周二
2010-04-21,2010,4,21,Wednesday,周三
2010-04-22,2010,4,22,Thursday,周四
2010-04-23,2010,4,23,Friday,周五
2010-04-26,2010,4,26,Monday,周一
2010-04-27,2010,4,27,Tuesday,周二
2010-04-28,2010,4,28,Wednesday,周三
2010-04-29,2010,4,29,Thursday,周四
2010-04-30,2010,4,30,Friday,周五
2010-05-04,2010,5,4,Tuesday,周二
2010-05-05,2010,5,5,Wednesday,周三
2010-05-06,2010,5,6,Thursday,周四
2010-05-07,2010,5,7,Friday,周五
2010-05-10,2010,5,10,Monday,周一
2010-05-11,2010,5,11,Tuesday,周二
2010-05-12,2010,5,12,Wednesday,周三
2010-05-13,2010,5,13,Thursday,周四
2010-05-14,2010,5,14,Friday,周五
2010-05-17,2010,5,17,Monday,周一
2010-05-18,2010,5,18,Tuesday,周二
2010-05-19,2010,5,19,Wednesday,周三
2010-05-20,2010,5,20,Thursday,周四
2010-05-21,2010,5,21,Friday,周五
2010-05-24,2010,5,24,Monday,周一
2010-05-25,2010,5,25,Tuesday,周二
2010-05-26,2010,5,26,Wednesday,周三
2010-05-27,2010,5,27,Thursday,周四
2010-05-28,2010,5,28,Friday,周五
2010-05-31,2010,5,31,Monday,周一
2010-06-01,2010,6,1,Tuesday,周二
2010-06-02,2010,6,2,Wednesday,周三
2010-06-03,2010,6,3,Thursday,周四
2010-06-04,2010,6,4,Friday,周五
2010-06-07,2010,6,7,Monday,周一
2010-06-08,2010,6,8,Tuesday,周二
2010-06-09,2010,6,9,Wednesday,周三
2010-06-10,2010,6,10,Thursday,周四
2010-06-11,2010,6,11,Friday,周五
2010-06-12,2010,6,12,Saturday,周六
2010-06-13,2010,6,13,Sunday,周日
2010-06-17,2010,6,17,Thursday,周四
2010-06-18,2010,6,18,Friday,周五
2010-06-21,2010,6,21,Monday,周一
2010-06-22,2010,6,22,Tuesday,周二
2010-06-23,2010,6,23,Wednesday,周三
2010-06-24,2010,6,24,Thursday,周四
2010-06-25,2010,6,25,Friday,周五
2010-06-28,2010,6,28,Monday,周一
2010-06-29,2010,6,29,Tuesday,周二
2010-06-30,2010,6,30,Wednesday,周三
2010-07-01,2010,7,1,Thursday,周四
2010-07-02,2010,7,2,Friday,周五
2010-07-05,2010,7,5,Monday,周一
2010-07-06,2010,7,6,Tuesday,周二
2010-07-07,2010,7,7,Wednesday,周三
2010-07-08,2010,7,8,Thursday,周四
2010-07-09,2010,7,9,Friday,周五
2010-07-12,2010,7,12,Monday,周一
2010-07-13,2010,7,13,Tuesday,周二
2010-07-14,2010,7,14,Wednesday,周三
2010-07-15,2010,7,15,Thursday,周四
2010-07-16,2010,7,16,Friday,周五
2010-07-19,2010,7,19,Monday,周一
2010-07-20,2010,7,20,Tuesday,周二
2010-07-21,2010,7,21,Wednesday,周三
2010-07-22,2010,7,22,Thursday,周四
2010-07-23,2010,7,23,Friday,周五
2010-07-26,2010,7,26,Monday,周一
2010-07-27,2010,7,27,Tuesday,周二
2010-07-28,2010,7,28,Wednesday,周三
2010-07-29,2010,7,29,Thursday,周四
2010-07-30,2010,7,30,Friday,周五
2010-08-02,2010,8,2,Monday,周一
2010-08-03,2010,8,3,Tuesday,周二
2010-08-04,2010,8,4,Wednesday,周三
2010-08-05,2010,8,5,Thursday,周四
2010-08-06,2010,8,6,Friday,周五
2010-08-09,2010,8,9,Monday,周一
2010-08-10,2010,8,10,Tuesday,周二
2010-08-11,2010,8,11,Wednesday,周三
2010-08-12,2010,8,12,Thursday,周四
2010-08-13,2010,8,13,Friday,周五
2010-08-16,2010,8,16,Monday,周一
2010-08-17,2010,8,17,Tuesday,周二
2010-08-18,2010,8,18,Wednesday,周三
2010-08-19,2010,8,19,Thursday,周四
2010-08-20,2010,8,20,Friday,周五
2010-08-23,2010,8,23,Monday,周一
2010-08-24,2010,8,24,Tuesday,周二
2010-08-25,2010,8,25,Wednesday,周三
2010-08-26,2010,8,26,Thursday,周四
2010-08-27,2010,8,27,Friday,周五
2010-08-30,2010,8,30,Monday,周一
2010-08-31,2010,8,31,Tuesday,周二
2010-09-01,2010,9,1,Wednesday,周三
2010-09-02,2010,9,2,Thursday,周四
2010-09-03,2010,9,3,Friday,周五
2010-09-06,2010,9,6,Monday,周一
2010-09-07,2010,9,7,Tuesday,周二
2010-09-08,2010,9,8,Wednesday,周三
2010-09-09,2010,9,9,Thursday,周四
2010-09-10,2010,9,10,Friday,周五
2010-09-13,2010,9,13,Monday,周一
2010-09-14,2010,9,14,Tuesday,周二
2010-09-15,2010,9,15,Wednesday,周三
2010-09-16,2010,9,16,Thursday,周四
2010-09-17,2010,9,17,Friday,周五
2010-09-19,2010,9,19,Sunday,周日
2010-09-20,2010,9,20,Monday,周一
2010-09-21,2010,9,21,Tuesday,周二
2010-09-25,2010,9,25,Saturday,周六
2010-09-26,2010,9,26,Sunday,周日
2010-09-27,2010,9,27,Monday,周一
2010-09-28,2010,9,28,Tuesday,周二
2010-09-29,2010,9,29,Wednesday,周三
2010-09-30,2010,9,30,Thursday,周四
2010-10-08,2010,10,8,Friday,周五
2010-10-09,2010,10,9,Saturday,周六
2010-10-11,2010,10,11,Monday,周一
2010-10-12,2010,10,12,Tuesday,周二
2010-10-13,2010,10,13,Wednesday,周三
2010-10-14,2010,10,14,Thursday,周四
2010-10-15,2010,10,15,Friday,周五
2010-10-18,2010,10,18,Monday,周一
2010-10-19,2010,10,19,Tuesday,周二
2010-10-20,2010,10,20,Wednesday,周三
2010-10-21,2010,10,21,Thursday,周四
2010-10-22,2010,10,22,Friday,周五
2010-10-25,2010,10,25,Monday,周一
2010-10-26,2010,10,26,Tuesday,周二
2010-10-27,2010,10,27,Wednesday,周三
2010-10-28,2010,10,28,Thursday,周四
2010-10-29,2010,10,29,Friday,周五
2010-11-01,2010,11,1,Monday,周一
2010-11-02,2010,11,2,Tuesday,周二
2010-11-03,2010,11,3,Wednesday,周三
2010-11-04,2010,11,4,Thursday,周四
2010-11-05,2010,11,5,Friday,周五
2010-11-08,2010,11,8,Monday,周一
2010-11-09,2010,11,9,Tuesday,周二
2010-11-10,2010,11,10,Wednesday,周三
2010-11-11,2010,11,11,Thursday,周四
2010-11-12,2010,11,12,Friday,周五
2010-11-15,2010,11,15,Monday,周一
2010-11-16,2010,11,16,Tuesday,周二
2010-11-17,2010,11,17,Wednesday,周三
2010-11-18,2010,11,18,Thursday,周四
2010-11-19,2010,11,19,Friday,周五
2010-11-22,2010,11,22,Monday,周一
2010-11-23,2010,11,23,Tuesday,周二
2010-11-24,2010,11,24,Wednesday,周三
2010-11-25,2010,11,25,Thursday,周四
2010-11-26,2010,11,26,Friday,周五
2010-11-29,2010,11,29,Monday,周一
2010-11-30,2010,11,30,Tuesday,周二
2010-12-01,2010,12,1,Wednesday,周三
2010-12-02,2010,12,2,Thursday,周四
2010-12-03,2010,12,3,Friday,周五
2010-12-06,2010,12,6,Monday,周一
2010-12-07,2010,12,7,Tuesday,周二
2010-12-08,2010,12,8,Wednesday,周三
2010-12-09,2010,12,9,Thursday,周四
2010-12-10,2010,12,10,Friday,周五
2010-12-13,2010,12,13,Monday,周一
2010-12-14,2010,12,14,Tuesday,周二
2010-12-15,2010,12,15,Wednesday,周三
2010-12-16,2010,12,16,Thursday,周四
2010-12-17,2010,12,17,Friday,周五
2010-12-20,2010,12,20,Monday,周一
2010-12-21,2010,12,21,Tuesday,周二
2010-12-22,2010,12,22,Wednesday,周三
2010-12-23,2010,12,23,Thursday,周四
2010-12-24,2010,12,24,Friday,周五
2010-12-27,2010,12,27,Monday,周一
2010-12-28,2010,12,28,Tuesday,周二
2010-12-29,2010,12,29,Wednesday,周三
2010-12-30,2010,12,30,Thursday,周四
2010-12-31,2010,12,31,Friday,周五
2011-01-04,2011,1,4,Tuesday,周二
2011-01-05,2011,1,5,Wednesday,周三
2011-01-06,2011,1,6,Thursday,周四
